SYS,ASY,COMP,"Description ",CompCode9Digit,Obsolete,"Comments "
2,48,90,"Snap - Curtain",002-048-090,Yes,"Obsolete - use 002-050-695"
2,48,92,"Mat - Cab Floor",002-048-092,Yes,"Obsolete - use 002-013-012"
2,48,93,"Tray - Storage, Overhead",002-048-093,,
2,48,94,"Compartment - Over Door",002-048-094,,
2,48,95,"Cover - Roof Bow",002-048-095,,
2,48,96,"Net - Compartment",002-048-096,,
2,48,97,"Restraint - Bunk",002-048-097,Yes,"Obsolete - use 002-050-103"
2,48,98,"Mount Assembly - Bunk Curtain",002-048-098,Yes,"Obsolete - use 002-050-696"
2,48,99,"Glide - Curtain",002-048-099,Yes,"Obsolete - use 002-050-697"
2,48,100,"End Cap - Curtain Slide",002-048-100,Yes,"Obsolete - use 002-050-698"
2,48,101,"Tray - End Bunk",002-048-101,Yes,"Obsolete - use 002-050-699"
2,48,102,"Trim - Header Pad",002-048-102,,
2,48,103,"Trim - Mullion",002-048-103,,
2,48,105,"Cover - Vent Box",002-048-105,,
2,48,106,"Foot Rest - Cab Floor",002-048-106,,"updated by JP"
2,48,107,"Trim - Header",002-048-107,,
2,48,108,"Carpet - Kick Panel",002-048-108,,
2,48,109,"Pin - Restraint Release",002-048-109,,
2,48,110,"Angle - Curtain",002-048-110,,
2,48,111,"Hardware, Mounting - Header Pad Trim",002-048-111,,
2,48,112,"Pad - Closet Wall",002-048-112,Yes,"Obsolete - use 002-050-700"
2,48,114,"Pad - Bunk, Forward",002-048-114,Yes,"Obsolete - use 002-050-701"
2,48,115,"Pad - Bunk, Rear",002-048-115,Yes,"Obsolete - use 002-050-702"
2,48,116,"Trim - Bunk Catch",002-048-116,Yes,"Obsolete - use 002-050-703"
2,48,117,"Cable - Bunk Catch",002-048-117,Yes,"Obsolete - use 002-050-204"
2,48,119,Headliner,002-048-119,Yes,"Obsolete - Use 002-006-009"
2,48,120,"Grille - Speaker",002-048-120,,
2,48,121,"Hardware, Mounting - Sun Visor, Interior ",002-048-121,Yes,"Obsolete - use 002-009-023"
2,48,122,"Spacer - Sun Visor, Interior",002-048-122,Yes,"Obsolete - use 002-009-024"
2,48,123,"Liner - Rear",002-048-123,,
2,48,124,"Cover - Door Post",002-048-124,,
2,48,126,"Scuff Plate - Cab",002-048-126,,"updated by JP"
2,48,127,"Cover - Doghouse",002-048-127,,
2,48,128,"Trim - Floor Mat",002-048-128,,
2,48,130,"Diamond Plate - Floor",002-048-130,Yes,"Obsolete - use 002-012-045"
2,48,131,"Grille - Ventilation Door",002-048-131,,
2,48,132,"Covering - Door Protection",002-048-132,,
2,48,133,"Bracket - Armrest",002-048-133,Yes,"Obsolete - use 002-027-245"
2,48,134,"Weather Strip - Rear Panel",002-048-134,,
2,48,135,Beading,002-048-135,,
2,48,136,"Bracket - Weather Strip, Rear Pillar",002-048-136,,
2,48,137,"Lining - Roof",002-048-137,,
2,48,138,"Bow - Roof Lining",002-048-138,,
2,48,139,"Clip - Lining Bow",002-048-139,,
2,48,140,"Cap -  Bow Protector",002-048-140,,
2,48,141,"Cover - Air Outlet Grille",002-048-141,,
2,48,142,"Wiring, Cap - Inner Panel",002-048-142,,
2,48,143,"Mat - Footstop",002-048-143,,
2,48,144,"Headliner - Outboard",002-048-144,,
2,48,145,"Headliner - Inboard",002-048-145,,
2,48,149,"Fasteners - Cab Panel",002-048-149,,
2,48,150,"Cup/Thermos Holder Assembly",002-048-150,,
2,48,153,"Bezel - Visor Arm, Interior",002-048-153,Yes,"Obsolete - use 002-009-025"
2,48,154,"Bolster - Knee",002-048-154,,
2,48,155,"Bracket - Cab Overhead Storage",002-048-155,,
2,48,156,"Storage Compartment - Cab, Side",002-048-156,,
2,48,157,"Cover - Curtain Bow",002-048-157,,
2,48,158,"Fastener - Interior Trim",002-048-158,,
2,48,159,"Net - Storage",002-048-159,,
2,48,160,"Panel - Rear",002-048-160,,
2,48,161,Table,002-048-161,Yes,"Obsolete - use 002-050-507"
2,48,162,"Cover - Cup Holder",002-048-162,,
2,48,163,"Door, Storage Compartment - Cab Side",002-048-163,,
2,48,164,"Latch, Door - Storage Compartment ",002-048-164,,"for DaimlerChrysler"
2,48,165,"Hardware, Mounting - Cab Overhead Storage",002-048-165,,
2,48,166,"Cover - Belt Rail",002-048-166,,
2,48,167,"Door - Overhead Compartment",002-048-167,,
2,48,168,"Liner - Overhead Console, Roof",002-048-168,,
2,48,169,"Trim - Netting Retainer, Overhead Console",002-048-169,,
2,48,170,"Track - Trash Bin, Dash",002-048-170,,
2,48,171,"Hinge - Cover, Storage Console ",002-048-171,,
2,48,172,"Latch - Cover, Storage Console",002-048-172,,
2,48,173,"Cover - Storage Console",002-048-173,,
2,48,174,"Support - Cover, Storage Console",002-048-174,,
2,48,175,"Base - Storage Console",002-048-175,,
2,48,176,"Track - Privacy Curtain, Windshield",002-048-176,,
2,48,177,"Hinge - Door, Electrical Access",002-048-177,,
2,48,178,"Bracket - Electrical Compartment, B-Pillar",002-048-178,,
2,48,179,"Panel - Front, Interior Trim",002-048-179,,
2,48,180,"Spacer - Interior Trim",002-048-180,,
2,48,181,"Cover - Duct, Interior Trim",002-048-181,,
2,48,182,"Retainer - Cab Interior",002-048-182,,
2,48,183,"Seal - Trim, Cab Interior",002-048-183,,
2,48,184,"Trim - Instrument Panel",002-048-184,,
2,48,185,"Cover - Armrest, Door",002-048-185,,
2,48,186,"Bracket - Sun Visor, Interior",002-048-186,Yes,"Obsolete - use 002-009-026"
2,48,187,"Striker - Latch, Electrical Access Panel",002-048-187,,
2,48,188,"Latch - Leg, Table",002-048-188,Yes,"Obsolete - use 002-050-704"
2,48,189,"Bumper - Latching Leg, Table",002-048-189,Yes,"Obsolete - use 002-050-705"
2,48,190,"Cushion - Mattress Extension",002-048-190,Yes,"Obsolete - use 002-050-706"
2,48,191,"Cushion - Seat, Sleeper",002-048-191,Yes,"Obsolete - use 002-050-707"
2,48,192,"Panel - Filler, Upholstery",002-048-192,,
2,48,193,"Panel - B-Pillar Trim",002-048-193,,
2,48,194,"Holder - Paper Towel, Cab Overhead Storage",002-048-194,,
2,48,195,"Latch - Door, Cab Overhead Storage",002-048-195,,
2,48,196,"Striker - Glove Box, Cab Overhead Storage",002-048-196,,
2,48,197,"Spring - Glove Box, Cab Overhead Storage",002-048-197,,
2,48,198,"Cover - Overhead Beam, Forward",002-048-198,,
2,48,199,"Pocket - Sunglasses",002-048-199,,
2,48,200,"Insert - Sunglasses Pocket",002-048-200,,
2,48,201,"Contrail - Overhead Storage",002-048-201,,
2,48,202,"Bezel - Overhead Storage",002-048-202,,
2,48,203,"Panel - Overhead Console, Front",002-048-203,,
2,48,204,"Plug - Clock, Overhead Storage",002-048-204,,
2,48,205,"Trim Plate - Overhead Console",002-048-205,,
2,48,206,"Grommet - Door Handle, Opening",002-048-206,,
2,48,207,"Plate - Cover, Visibility Window",002-048-207,,
2,48,208,"Insert - Door Panel",002-048-208,,
2,48,209,"Cover - Visibility Window, Door",002-048-209,,
2,48,210,"Upholstery - Door, Upper",002-048-210,,
2,48,211,"Bezel - Demist, Door",002-048-211,,
2,48,212,"Duct - Demist, Door",002-048-212,,
2,48,213,"Latch - Paddle, Door",002-048-213,,
2,48,214,"Cap - Door Trim",002-048-214,,
2,48,215,"Vent - Door Trim",002-048-215,,
2,48,216,"Mat - Floor, Refrigerator",002-048-216,,
2,48,217,"Bracket - Cup Holder",002-048-217,,
2,48,218,"Trim Ring - Rear Window, Cab",002-048-218,,
2,48,219,"Nut Plate - Sun Visor, Interior",002-048-219,,
2,48,220,"Cover - Bulkhead Module",002-048-220,,
2,48,221,"Shade - Interior, Window",002-048-221,,
2,48,222,"Carpet - Bulkhead",002-048-222,,"Requested by Parts River JP"
2,48,223,"Mirror - Vanity, Sun Visor, Interior",002-048-223,,"Requested by Freightliner JP"
2,48,224,"Filler - Track, Privacy Curtain",002-048-224,,"Requested by Freightliner JP"
2,48,225,"Door - Storage Box, Floor",002-048-225,,"Requested by Freightliner JP"
2,48,226,"Cover - Cutout, Door Trim",002-048-226,,"Requested by Freightliner JP"
2,48,227,"Panel - Overhead Console, Side",002-048-227,,"Requested by Freightliner JP"
2,48,228,"Cup - Pull, Door Panel",002-048-228,,"Requested by Freightliner JP"
2,48,229,"Bezel - Grille, Speaker",002-048-229,,"Requested by Freightliner JP "
2,48,230,"Bracket - Grab Handle, Door, Inner",002-048-230,,"Requested by Freightliner JP "
2,48,231,"Bracket - Door Striker, Overhead Console",002-048-231,,"Requested by Freightliner JP "
2,48,232,"Bracket - Panel, Interior Trim",002-048-232,,"Requested by Freightliner JP "
2,48,233,"Door Trim - Moisture Barrier",002-048-233,,"Requested by Freightliner JP "
2,48,234,"Cover - Closeout, Heater, Sleeper",002-048-234,,"Requested by Freightliner JP "
2,48,235,"Extrusion - Headliner, Roof",002-048-235,,"Requested by Freightliner JP "
2,48,236,"Strut - Gas, Door, Overhead Storage",002-048-236,,"Requested by TransAm JP "
2,48,237,"Bezel - Knob, Door Lock",002-048-237,,"Requested by Motor JP "
2,48,238,"Cap - Trim Panel, ""A"" Pillar",002-048-238,,"Requested by Motor JP "
2,48,239,"Insert - Trim Panel, ""A"" Pillar",002-048-239,,"Requested by Motor JP "
2,48,240,"Insulator - Trim Panel, ""A"" Pillar",002-048-240,,"Requested by Motor JP "
2,48,241,"Plug - Trim Panel, ""A"" Pillar",002-048-241,,"Requested by Motor JP "
2,48,242,"Cap - Trim Panel, ""B"" Pillar",002-048-242,,"Requested by Motor JP "
2,48,243,"Insert - Trim Panel, ""B"" Pillar",002-048-243,,"Requested by Motor JP "
2,48,244,"Cap - Insert, Trim Panel, ""B"" Pillar",002-048-244,,"Requested by Motor JP "
2,48,245,"Insulator - Trim Panel, ""B"" Pillar",002-048-245,,"Requested by Motor JP "
2,48,246,"Panel - Trim, ""C"" Pillar",002-048-246,,"Requested by Motor JP "
2,48,247,"Cap - Trim Panel, ""C"" Pillar",002-048-247,,"Requested by Motor JP "
2,48,248,"Insert - Trim Panel, ""C"" Pillar",002-048-248,,"Requested by Motor JP "
2,48,249,"Panel - Trim, ""D"" Pillar",002-048-249,,"Requested by Motor JP "
2,48,250,"Cap - Trim Panel, ""D"" Pillar",002-048-250,,"Requested by Motor JP "
2,48,251,"Trim - Kick Panel",002-048-251,,"Requested by Motor JP "
2,48,252,"Cap - Trim, Kick Panel ",002-048-252,,"Requested by Motor JP "
2,48,253,"Clamp - Trim, Kick Panel ",002-048-253,,"Requested by Motor JP "
2,48,254,"Insulator - Trim, Kick Panel",002-048-254,,"Requested by Motor JP "
2,48,255,"Sunshade - Back Glass",002-048-255,,"Requested by Motor JP "
2,48,256,"Control Module - Sunshade, Door Glass",002-048-256,,"Requested by Motor JP "
2,48,257,"Motor - Sunshade, Door Glass",002-048-257,,"Requested by Motor JP "
2,48,258,"Switch - Sunshade, Door Glass",002-048-258,,"Requested by Motor JP "
2,48,259,"Wiring Harness - Sunshade, Door Glass",002-048-259,,"Requested by Motor JP "
2,48,260,"Cover - Access, Tail Lamp",002-048-260,,"Requested by Motor JP "
2,48,261,"Wiring Harness - Headliner",002-048-261,,"Requested by Motor JP "
2,48,262,"Trim - Interior",002-048-262,,"Requested by PartsRiver JP "
2,48,263,"Hinge - Side Storage Door",002-048-263,,"Requested by TransAm JP "
2,48,264,"Carpet - Engine Tunnel",002-048-264,,"Requested by Freightliner JP "
2,48,265,"Panel - Trim, ""A"" Pillar",002-048-265,,
2,50,0,Sleeper,002-050-000,,
2,50,1,"Sheet - Bunk",002-050-001,,
2,50,2,"Cover - Access Hole",002-050-002,,
2,50,3,"Beam - Bunk, Front",002-050-003,,
2,50,4,"Angle - Backing Tongue",002-050-004,,
2,50,5,"Partition - Bunk, Front",002-050-005,,
2,50,6,"Liner - Rear Corner",002-050-006,,
2,50,7,"Cover - Closet, Upper",002-050-007,,
2,50,8,"Support - Closet, Lower",002-050-008,,
2,50,9,"Side - Closet",002-050-009,,
2,50,10,"Rod - Clothes Hanger",002-050-010,,
2,50,11,"Shelf Assembly",002-050-011,,
2,50,12,"Support - Shelf, Closet",002-050-012,,
2,50,13,"Support Bracket - Side",002-050-013,,
2,50,14,"Support Bracket - Rear",002-050-014,,
2,50,15,"Hardware, Mounting - Bunk Sheet",002-050-015,,
2,50,16,"Floor - Closet",002-050-016,,
2,50,17,Duct,002-050-017,,
2,50,18,"Divider - Closet",002-050-018,,
2,50,19,Register,002-050-019,,
2,50,20,"Hardware, Mounting - Shelf Assembly",002-050-020,,
2,50,21,"Bunk Assembly - Upper Forward",002-050-021,,
2,50,22,"Front - Bunk",002-050-022,,
2,50,23,"Latch - Bunk",002-050-023,,
2,50,24,"Edge - Bunk",002-050-024,,
2,50,26,"Stop - Bunk",002-050-026,,
2,50,27,"Board - Bunk, Rear",002-050-027,,
2,50,28,"Beam - Bunk, Upper",002-050-028,,
2,50,29,"Rubber - Lock",002-050-029,,
2,50,30,"Support Angle - Rear",002-050-030,,
2,50,31,"Support Angle - Side",002-050-031,,
2,50,32,"Catch - Upper Bunk",002-050-032,,
2,50,33,"Catch - Plug",002-050-033,,
2,50,34,"Roof - Sleeper",002-050-034,,
2,50,35,"Roof Bow",002-050-035,,
2,50,36,"Bracket - Corner, Rear",002-050-036,,
2,50,37,"Bracket - Corner, Forward",002-050-037,,
2,50,38,"Connector - Roof Bow To Jamb",002-050-038,,
2,50,39,"Extension - Roof Bow",002-050-039,,
2,50,41,"Bracket - Extension",002-050-041,,
2,50,42,"Floor Sheet - Left, Sleeper",002-050-042,,
2,50,43,"Floor Sheet - Right",002-050-043,,
2,50,44,"Cover Plate - Floor, Sleeper",002-050-044,,"updated by JP"
2,50,45,"Channel - Floor Reinforcement",002-050-045,,
2,50,46,"Mounting Bracket - Speaker, Bunk",002-050-046,,
2,50,47,"Mounting Bracket - Speaker, Floor",002-050-047,,
2,50,48,"Gasket - Ventilator, Sleeper",002-050-048,,"updated by JP"
2,50,49,Ventilator,002-050-049,,
2,50,50,"Bracket - Lamp, Rear",002-050-050,,
2,50,51,"Mounting - Cover Plate",002-050-051,,
2,50,53,"Skin - Walkthru, Front",002-050-053,,
2,50,54,"Frame - Walkthru",002-050-054,,
2,50,55,"Skin - Front Corner, Right",002-050-055,,
2,50,56,"Skin - Front Corner, Left",002-050-056,,
2,50,57,"Skin - Upper, Front",002-050-057,,
2,50,58,"Skin - Lower, Front",002-050-058,,
2,50,59,"Reinforcement - Walkthru",002-050-059,,
2,50,60,"Jamb - Door",002-050-060,,
2,50,61,"Sill - Front",002-050-061,,
2,50,62,"Reinforcement - Skin, Front",002-050-062,,
2,50,63,"Stiffener - Side, Right",002-050-063,,
2,50,64,"Reinforcement - Skin, Side",002-050-064,,
2,50,65,"Side Member - Sleeper",002-050-065,,"updated by JP"
2,50,66,"Gusset - Side Member",002-050-066,,
2,50,67,"Brace - Right Front",002-050-067,,
2,50,68,"Extension - Flap, Left",002-050-068,,
2,50,69,"Extension - Flap, Right",002-050-069,,
2,50,70,"Extension Bracket - Left Corner",002-050-070,,
2,50,71,"Vertical Stiffener - Corner",002-050-071,,
2,50,72,"Longeron - Sleeper, Left",002-050-072,,
2,50,73,"Longeron - Sleeper, Right",002-050-073,,
2,50,74,"Connector - Sleeper, Upper",002-050-074,,
2,50,75,"Connector - Sleeper, Lower",002-050-075,,
2,50,76,"Bracket - Pad, Rear",002-050-076,,
2,50,77,"Skin - Rear",002-050-077,,
2,50,78,"Brace - Rear Pad",002-050-078,,
2,50,79,"Vertical Member - Rear",002-050-079,,
2,50,80,"Frame - Rear Window",002-050-080,,
2,50,81,"Brace - Right Rear",002-050-081,,
2,50,82,"Horizontal Member - Rear",002-050-082,,
2,50,83,"Brace - Side, Right Rear",002-050-083,,
2,50,84,"Brace - Side, Left Rear",002-050-084,,
2,50,85,"Support Bracket - Cabinet",002-050-085,,
2,50,86,"Sill - Rear, Sleeper",002-050-086,,"updated by JP"
2,50,87,"Skin - Side, Right",002-050-087,,
2,50,88,"Reinforcement - Skin, Rear",002-050-088,,
2,50,89,"Stiffener - Vertical Side, Upper",002-050-089,,
2,50,90,"Stiffener - Vertical Side, Lower",002-050-090,,
2,50,91,"Stiffener - Horizontal Side, Right",002-050-091,,
2,50,92,"Cover - Ventilator Box",002-050-092,,
2,50,93,"Adapter - Ventilator Box",002-050-093,,
2,50,94,"Bracket - Left Corner",002-050-094,,
2,50,95,"Brace - Upper, Upper Left",002-050-095,,
2,50,97,"Brace - Door Jamb",002-050-097,,
2,50,99,"Compression Ring - Small",002-050-099,,
2,50,100,"Compression Ring - Large",002-050-100,,
2,50,101,"Boot - Walkthru",002-050-101,,
2,50,102,"Seal - Door, Sleeper",002-050-102,,"updated by JP"
2,50,103,"Restraint Assembly - Bunk",002-050-103,,
2,50,104,"Pin - Restraint Release, Sleeper",002-050-104,,"updated by JP"
2,50,105,"Fasteners - Boot & Bunk Restraints",002-050-105,,
2,50,106,"Control Panel - Sleeper",002-050-106,,"updated by JP"
2,50,108,"Grille - Heater Outlet",002-050-108,,
2,50,109,"Ball - Knob",002-050-109,,
2,50,110,"Rod - Closet",002-050-110,,
2,50,111,"Windlace - Shelf Trim",002-050-111,,
2,50,112,"Face Plate - Shelf, Left",002-050-112,,
2,50,113,"Face Plate - Shelf, Right",002-050-113,,
2,50,114,"Mounting Angle - Shelf",002-050-114,,
2,50,115,"Support - Side Compartment",002-050-115,,
2,50,116,"Bracket - Control Box",002-050-116,,
2,50,117,"Glass - Fixed, Rear Window (see 002-024-040)",002-050-117,,
2,50,118,"Window Assembly - Sliding Glass, Rear",002-050-118,,
2,50,119,"Glass - Sliding, Sliding Rear Window",002-050-119,,
2,50,120,"Glass - Fixed, Sliding Rear Window",002-050-120,,
2,50,121,"Lock - Rear Window",002-050-121,,
2,50,122,"Handle - Rear Window",002-050-122,,
2,50,123,"Seal - Window Mounting",002-050-123,,
2,50,124,"Filler Strip - Mounting Seal",002-050-124,,
2,50,125,"Trim - Rear Window, Sleeper",002-050-125,,"updated by JP "
2,50,126,"Suitcase Wall - Left",002-050-126,,
2,50,127,"Suitcase Wall - Right",002-050-127,,
2,50,128,"Liner - Bag Compartment",002-050-128,,
2,50,129,"Wall - Heater Compartment",002-050-129,,
2,50,130,"Access Panel - Heater",002-050-130,,
2,50,131,"Restraint/Reinforcement - Sheet",002-050-131,,
2,50,132,"Bunk Sheet - Left",002-050-132,,
2,50,133,"Bunk Sheet - Right",002-050-133,,
2,50,134,"Closet Wall - Left",002-050-134,,
2,50,135,"Closet Wall - Right",002-050-135,,
2,50,136,"Tray - Bunk End",002-050-136,,
2,50,137,"Bracket - Bunk End",002-050-137,,
2,50,138,"Angle - Bag Compartment",002-050-138,,
2,50,139,"Mounting - Restraint, Lower",002-050-139,,
2,50,141,"Luggage Stop",002-050-141,,
2,50,142,"Diffuser Assembly",002-050-142,,
2,50,143,"Heater Guard",002-050-143,,
2,50,146,"Jack Plug Assembly",002-050-146,,
2,50,147,"Mounting Plate - Cabinet",002-050-147,,
2,50,148,"Mat - Closet Shelf",002-050-148,,
2,50,149,"Mat - Rear Shelf",002-050-149,,
2,50,150,"Mat - Bag Compartment",002-050-150,,
2,50,151,"Mat - Heater Compartment",002-050-151,,
2,50,152,"Mat - Tool Compartment",002-050-152,,
2,50,155,"Wiring Harness - Sleeper",002-050-155,,
2,50,156,"Wiring Harness - Accessory Jack",002-050-156,,
2,50,157,"Restraint - Tongue",002-050-157,,
2,50,158,"Trim/Cover - Roof Bow",002-050-158,,
2,50,159,"Cover - Closet Post",002-050-159,,
2,50,161,"Shelf - Closet",002-050-161,,
2,50,163,"Knob - Coat Hook",002-050-163,,
2,50,164,"Coat Hook - Sleeper Compartment",002-050-164,,
2,50,165,"Side - Storage Cabinet",002-050-165,,
2,50,166,"Cabinet Door - Roll-Up",002-050-166,,
2,50,167,"Trim - Shelf",002-050-167,,
2,50,168,"Shelf - Side, Rear",002-050-168,,
2,50,169,"Compartment - Side",002-050-169,,
2,50,170,"Shelf - High Back",002-050-170,,
2,50,171,"Hole Plug - Sleeper",002-050-171,,"updated by JP"
2,50,172,"Trim - Side Panel",002-050-172,,
2,50,174,"Storage Compartment",002-050-174,,
2,50,175,"Door - Storage Compartment",002-050-175,,
2,50,176,"Cover Pad - Compartment",002-050-176,,
2,50,177,"Back Pad",002-050-177,,
2,50,179,"Corner Pad - Left",002-050-179,,
2,50,180,"Roof Pad",002-050-180,,
2,50,181,"Walkthru Kit",002-050-181,,
2,50,182,"Carpet - Door Cover",002-050-182,,
2,50,183,"Curtain - Walkthru",002-050-183,,
2,50,184,"Mounting - Curtain",002-050-184,,
2,50,185,"End Cap - Sleeper Curtain Mount",002-050-185,,"updated by JP"
2,50,186,"Curtain Mount Assembly",002-050-186,,
2,50,187,"Edge Clip",002-050-187,,
2,50,188,"Pad - Rear Roof",002-050-188,,
2,50,189,"Carpet - Full, Sleeper",002-050-189,,
2,50,190,"Pad - Under Cabinet",002-050-190,,
2,50,191,"Pad - Under Bunk, Rear",002-050-191,,
2,50,192,"Webbing - Closet",002-050-192,,
2,50,193,"Trim Strip - Sleeper",002-050-193,,
2,50,194,"Snap Cap",002-050-194,,
2,50,196,"Curtain - Luggage",002-050-196,,
2,50,199,"Stud Strip",002-050-199,,
2,50,202,"Curtain - Closet",002-050-202,,
2,50,203,"Curtain - Window",002-050-203,,
2,50,204,"Cable - Bunk Latch",002-050-204,,
2,50,205,"Support - Closet Cover",002-050-205,,
2,50,206,"Standard - Roof",002-050-206,,
2,50,207,"Standup- Roof",002-050-207,Yes,"Obsolete - Use 002-050-652"
2,50,208,Skylight,002-050-208,,
2,50,209,"Ventilator Assembly",002-050-209,,
2,50,211,"Gasket - Skylight",002-050-211,,
2,50,212,"Hardware, Mounting - Standard Roof",002-050-212,,
2,50,213,"Floor Pan Assembly",002-050-213,,
2,50,214,"Floor Pan - Rear",002-050-214,,
2,50,215,"Shim - Floor",002-050-215,,
2,50,216,"Foam Tape",002-050-216,,
2,50,217,"Hole Cover - Floor Mount",002-050-217,,
2,50,218,"Gasket - Hole Cover, Floor Mount",002-050-218,,
2,50,219,"Base Assembly - Sleeper Seat",002-050-219,,"updated by JP"
2,50,220,"Rail - Rear Base",002-050-220,,
2,50,221,"Reinforcement - Rear",002-050-221,,
2,50,222,"Gusset - Base",002-050-222,,
2,50,223,"Bracket - Step",002-050-223,,
2,50,224,"Base Plate - Lower",002-050-224,,
2,50,225,"Support - Walkthru",002-050-225,,
2,50,226,"Support - Baggage Door",002-050-226,,
2,50,227,"Support - Exit Door",002-050-227,,
2,50,229,"Hardware, Mounting - Base Assembly",002-050-229,,
2,50,230,"Cover - Base, Cross Member",002-050-230,,
2,50,231,"Wall Assembly - Front",002-050-231,,
2,50,232,"Header Panel - Walkthru",002-050-232,,
2,50,233,"Walkthru Panel - Lower",002-050-233,,
2,50,234,"Walkthru Panel - Side",002-050-234,,
2,50,235,"Reinforcement - Front Wall, Upper",002-050-235,,
2,50,236,"Support - Reinforcement",002-050-236,,
2,50,237,"Panel - Front",002-050-237,,
2,50,238,"Backing Plate - Dome Lamp Switch",002-050-238,,
2,50,239,"Neoprene Foam Tape",002-050-239,,
2,50,240,"Corner Post - Sleeper, Front",002-050-240,,"updated by JP"
